CASE,age,Age_prolific,sex,gender,education,occupation,Nationality,race,hispanic,non_hispanic_white,even_odd,psychant,psychsyn,mahal_dist,longstring,time_per_item,included,not_serious,Language,total_approvals,AAID_01,AAID_05,AAID_07,AAID_09,AAID_12,AAID_14,PANAS_09,PANAS_14,PANAS_10,PANAS_05,PANAS_08,PANAS_06,PANAS_04,PANAS_18,PAQ_08,PAQ_20,PAQ_05,PAQ_17,PAQ_13,PAQ_07,PAQ_10,PAQ_16,PAQ_03,PAQ_15,PSS_01,PSS_02,PSS_03,PSS_08,PSS_11,PSS_12,PSS_14,NEPS_01,NEPS_05,NEPS_07,NEPS_09,NEPS_13,ULS8_01,ULS8_02,ULS8_04,ULS8_05,ULS8_07,ULS8_08,FCV19S_01,FCV19S_02,FCV19S_03,FCV19S_04,FCV19S_05,FCV19S_06,FCV19S_07,DAQ_05,DAQ_07,DAQ_09,DAQ_11,DAQ_15,DAQ_19,DAQ_21,DAQ_23,DAQ_25,DAQ_02,DAQ_06,DAQ_08,DAQ_10,DAQ_12,DAQ_14,DAQ_16,DAQ_24,CESD_01,CESD_02,CESD_03,CESD_05,CESD_06,CESD_07,CESD_09,CESD_10,CESD_11,CESD_13,CESD_14,CESD_15,CESD_17,CESD_18,CESD_19,CESD_20,HEXACO_01,HEXACO_02,HEXACO_06,HEXACO_09,HEXACO_11,HEXACO_12,HEXACO_13,HEXACO_15,HEXACO_17,HEXACO_18,HEXACO_21,HEXACO_22,HEXACO_27,HEXACO_29,OCIR_01,OCIR_02,OCIR_03,OCIR_04,OCIR_05,OCIR_06,OCIR_07,OCIR_08,OCIR_09,OCIR_10,OCIR_11,OCIR_12,OCIR_13,OCIR_14,OCIR_15,OCIR_16,OCIR_17,OCIR_18,PTQ_01,PTQ_02,PTQ_03,PTQ_04,PTQ_05,PTQ_06,PTQ_07,PTQ_08,PTQ_09,PTQ_10,PTQ_11,PTQ_12,PTQ_13,PTQ_14,PTQ_15,RAAS_01,RAAS_05,RAAS_06,RAAS_12,RAAS_14,KSA3_01,KSA3_02,KSA3_03,KSA3_04,KSA3_05,KSA3_06,KSA3_07,KSA3_08,KSA3_09,SAS_01,SAS_02,SAS_03,SAS_04,SAS_05,SAS_07,SAS_08,SAS_09,MFQ_01,MFQ_02,MFQ_03,MFQ_04,MFQ_05,MFQ_06,MFQ_07,MFQ_08,MFQ_09,MFQ_10,MFQ_11,CQ_03,CQ_04,CQ_05,CQ_09,CQ_14,CQ_15,CQ_16,OLBI_07,OLBI_10,OLBI_15,OLBI_16,UWES9_01,UWES9_02,UWES9_03,UWES9_04,UWES9_05,UWES9_06,UWES9_07,UWES9_08,UWES9_09,WGS_01,WGS_02,WGS_03,WGS_04,WGS_05,WGS_06,WGS_07,WGS_08,WGS_09,WGS_10
988,35,35,Female,Same as sex,1 year of college,Fast food and counter workers,United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.687299453064608,-0.613165776166548,0.535796885431903,185.234021859005,5,4.16791044776119,TRUE,FALSE,English,479,6,6,2,6,4,3,2,2,1,2,3,2,5,4,4,2,5,2,6,6,5,4,5,4,5,6,6,3,2,6,7,6,7,6,6,6,6,5,6,6,6,6,2,4,2,4,5,2,2,4,5,5,4,4,6,5,4,5,5,6,5,4,5,5,4,6,3,1,3,4,5,4,4,1,2,4,5,4,2,5,4,5,3,5,6,3,4,6,3,4,3,6,5,5,5,6,2,2,5,2,3,3,2,2,6,2,2,2,2,2,5,5,2,2,5,3,6,6,6,6,5,6,5,5,6,4,5,2,6,3,2,2,2,4,1,2,1,2,2,1,1,2,2,6,5,5,6,6,2,2,2,7,6,2,3,2,6,6,6,2,2,3,6,5,7,6,6,5,6,3,6,2,3,2,2,3,2,2,5,4,3,4,3,3,4,2,4,2,4,4,6,6
989,33,33,Male,Same as sex,5+ years of college,N/A: Unemployed,Iraq,Other race,"No, not of Hispanic, Latino, or Spanish origin",0,-0.490861505300463,-0.354366604909829,0.403418719980799,239.224029074103,8,6.93283582089552,TRUE,FALSE,Arabic,781,3,4,6,3,4,4,4,6,6,3,4,4,5,3,4,6,6,6,6,6,3,5,3,2,4,6,7,5,6,6,6,6,6,6,6,3,6,6,4,6,5,6,1,3,2,3,5,4,2,7,6,6,6,6,6,6,6,6,4,6,4,6,5,5,6,6,4,3,7,4,5,3,3,3,5,4,3,2,2,4,2,2,3,2,1,2,1,6,3,5,2,4,6,6,6,4,4,6,6,6,5,6,5,5,4,4,6,6,5,6,6,3,6,7,6,4,6,4,5,6,6,4,4,6,6,6,7,4,6,1,2,1,4,4,4,6,5,6,3,4,2,3,3,6,7,7,7,7,6,2,5,5,7,6,5,6,6,7,7,4,6,4,6,4,2,2,6,6,3,,,,,,,,,,,,,,,,,,,,,,,
990,62,62,Female,Same as sex,2 years of college,Other managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.476453107776137,-0.855012998418204,0.667482119291369,167.879713585772,6,5.42164179104478,TRUE,FALSE,English,1583,6,6,6,6,6,6,4,6,4,5,2,1,2,1,2,2,2,2,3,3,2,2,3,4,2,2,1,1,3,5,1,4,6,5,6,5,2,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,4,4,2,4,2,2,4,5,4,4,2,2,2,2,2,4,2,2,2,2,1,2,2,2,1,2,1,2,1,2,4,7,4,4,6,7,4,6,6,7,5,6,5,3,3,2,4,2,2,1,2,2,5,2,2,2,2,2,4,2,2,2,2,2,2,1,4,3,2,4,2,2,2,2,2,1,2,6,5,6,6,6,2,3,3,2,3,3,4,3,3,4,5,6,6,6,2,2,2,6,7,4,4,4,7,6,7,5,2,4,5,4,6,4,4,4,5,6,6,5,6,5,6,5,6,6,7,6,7,4,6,6,6,6,6,6,6,6,6,6
994,45,45,Female,Same as sex,1 year of college,Other assemblers and fabricators,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.638356806093897,-0.180841329732733,0.650266059536514,210.566344015707,8,9.11194029850746,TRUE,FALSE,English,37,6,6,6,5,3,4,4,4,4,3,4,4,4,4,2,5,2,2,5,3,3,5,5,3,5,6,7,6,6,5,6,1,6,6,5,6,2,5,5,5,3,6,2,3,2,3,6,2,2,7,6,7,7,7,6,7,6,7,7,7,7,7,7,7,7,6,3,4,3,3,4,5,3,4,4,4,5,3,4,3,4,3,3,3,3,5,6,6,6,5,5,6,3,6,6,6,5,7,5,1,6,2,6,7,6,2,7,5,5,7,6,6,6,2,5,5,5,3,3,5,3,5,5,5,5,5,5,3,5,3,3,3,3,3,5,3,3,6,3,5,7,3,3,5,5,6,6,6,2,5,4,6,7,2,6,6,7,7,6,3,6,6,6,3,3,3,6,6,5,3,3,3,3,2,2,2,2,2,2,2,5,5,5,3,3,6,6,6,6,3,5,3
995,28,28,Male,Same as sex,5+ years of college,General and operations managers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.81633105755098,-0.683497263366072,0.808443411028988,197.423678990469,17,9.19029850746269,TRUE,FALSE,English,3,3,3,6,3,6,6,5,6,6,6,1,1,1,1,2,2,2,2,5,5,3,5,3,5,2,2,4,3,4,5,2,5,6,5,5,4,1,1,1,1,1,3,3,5,3,3,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,3,1,1,5,6,1,2,3,2,2,4,1,2,3,2,4,2,2,5,6,5,5,5,5,5,6,5,5,6,3,5,2,2,2,2,2,4,4,2,5,3,5,5,4,4,2,3,3,3,2,2,2,2,4,2,2,1,3,6,2,2,3,6,5,6,5,6,3,6,6,5,5,5,5,6,5,6,6,6,6,6,3,3,5,6,6,7,7,6,7,5,7,5,6,2,3,5,6,5,5,5,3,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
999,45,45,Female,Same as sex,2 years of college,Other healthcare support workers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.607734575794088,-0.463763877808115,0.650159623530649,248.917460284134,8,5.46268656716418,TRUE,FALSE,English,466,6,6,2,7,4,4,6,5,6,6,2,4,2,2,2,2,4,2,2,6,2,2,2,4,4,4,5,4,2,6,3,4,7,7,6,5,4,5,2,3,4,4,5,5,5,2,5,1,6,6,6,6,6,6,6,6,5,4,6,6,6,6,7,6,7,4,3,1,2,2,4,2,2,2,2,4,4,2,3,2,2,2,5,4,2,4,6,4,5,6,4,2,5,6,6,2,2,2,5,2,5,2,3,2,2,2,5,5,5,3,3,4,5,2,3,2,2,2,2,4,5,2,2,2,4,5,2,4,2,6,2,4,6,2,5,4,6,6,2,2,6,6,6,6,4,5,4,6,2,2,4,6,7,2,7,7,7,4,6,2,6,6,6,4,4,4,4,5,5,5,4,5,5,4,5,4,4,5,5,6,5,5,5,4,6,5,6,5,4,6,6,5
1000,36,36,Male,Same as sex,4 years of college,First-line supervisors of retail sales workers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.753210590367372,-0.502278286217325,0.6422515502603,179.859972771635,7,4.71268656716418,TRUE,FALSE,English,15,5,7,5,6,5,5,5,4,5,5,2,1,2,2,5,3,5,5,5,4,3,5,4,6,2,3,3,3,2,5,2,1,6,6,6,5,3,2,3,3,5,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,5,2,3,3,2,3,3,3,3,2,3,2,5,3,3,4,2,2,4,3,3,1,3,2,3,6,3,3,5,6,4,5,6,5,5,4,5,6,5,4,3,5,4,2,3,5,3,5,1,4,2,4,4,5,5,3,2,4,5,3,3,3,4,5,4,4,3,4,5,3,3,3,4,5,2,6,6,2,2,2,5,2,1,5,2,5,6,6,6,6,7,2,2,2,6,6,5,5,4,7,6,5,4,3,3,5,3,6,4,5,5,4,6,6,5,6,6,6,6,6,6,6,7,5,4,6,5,6,6,6,5,5,3,3,4
1001,28,28,Male,Same as sex,5+ years of college,"Media and communication workers, all other",United States,"Two major races (e.g., White and Japanese)","Yes, Puerto Rican",0,-0.635435744154335,-0.218798471172821,0.34612474051864,196.972949116742,6,3.67164179104478,TRUE,FALSE,English,206,5,6,5,5,5,5,3,4,2,4,2,4,4,3,4,5,2,2,4,4,4,4,4,5,4,4,7,4,4,7,4,6,6,6,6,6,5,2,5,5,6,3,5,4,2,4,5,2,3,6,6,6,4,6,4,4,4,4,6,6,6,6,4,4,6,4,2,4,4,5,3,4,4,2,5,3,5,2,1,3,4,4,4,2,2,4,3,4,5,6,4,4,3,6,6,6,1,1,2,1,2,4,2,1,4,1,4,1,3,1,2,3,1,2,5,5,5,4,2,4,6,5,4,5,5,6,3,3,6,4,4,2,4,2,1,5,4,6,2,1,6,2,4,4,4,6,6,6,4,3,5,6,6,2,4,5,6,7,6,2,4,2,6,6,6,6,6,6,3,1,1,2,4,2,2,2,2,2,4,2,2,2,1,2,6,1,1,1,1,3,3,3
1004,40,40,Male,Same as sex,4 years of college,General and operations managers,United States,White,"Yes, Mexican, Mexican Am., Chicano",0,-0.714472061361517,-0.98510445324329,0.96366978604172,146.019293008856,17,2.47388059701493,TRUE,FALSE,English,1,5,6,4,4,5,4,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,4,7,7,7,7,1,1,1,1,4,1,3,4,2,2,4,1,1,7,6,7,7,7,7,6,7,7,7,7,7,7,6,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,4,3,7,4,6,4,7,7,7,7,4,1,1,1,1,3,1,4,4,1,1,4,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,7,7,4,7,7,2,4,4,5,2,2,2,2,2,6,6,7,7,7,1,1,1,7,7,1,4,7,7,7,6,4,2,7,2,1,4,4,1,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1005,28,28,Male,Same as sex,5+ years of college,"Architects, except landscape and naval",United States,Other race,"Yes, Puerto Rican",0,-0.737360500940249,-0.796195718460826,0.636150931040519,220.778340931575,7,4.52238805970149,TRUE,FALSE,English,26,7,7,2,7,3,3,6,5,6,7,2,2,2,4,2,2,2,2,5,2,2,5,3,6,2,1,2,2,2,7,2,1,6,5,7,5,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,2,2,2,1,2,2,5,6,4,5,2,2,2,5,2,5,1,4,4,2,1,1,2,3,1,2,1,1,1,2,6,5,5,4,5,5,5,7,3,5,6,7,7,6,2,5,2,1,1,2,5,5,5,1,1,2,2,2,4,4,2,4,5,5,2,2,2,4,5,2,2,2,5,5,2,1,3,6,2,5,6,4,3,3,4,7,1,1,5,2,2,4,5,5,6,7,2,2,2,5,6,3,4,2,7,3,4,2,6,2,6,3,3,2,3,5,2,7,4,6,6,5,6,7,7,5,7,7,7,5,6,4,5,6,7,6,6,7,7,6
1006,67,67,Male,Same as sex,3 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.828863134773024,-0.905640028732762,0.794548796590835,142.462183058584,7,13.5559701492537,TRUE,FALSE,English,169,5,5,4,5,4,5,5,5,5,6,1,2,2,2,3,4,6,2,3,3,3,3,4,4,3,2,2,2,3,4,1,2,5,4,6,4,2,1,2,2,2,2,1,1,1,1,1,1,1,4,3,3,4,5,4,4,3,3,3,3,3,3,4,4,3,3,2,2,1,2,1,2,1,1,3,2,1,2,1,2,3,2,6,5,6,5,5,7,6,5,5,6,6,5,5,2,2,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,4,3,3,2,2,4,3,2,2,2,2,5,2,3,2,5,5,5,6,6,3,5,4,4,3,2,4,3,3,4,5,6,4,6,4,2,5,5,6,6,6,5,6,6,4,6,4,5,2,5,4,4,3,4,2,,,,,,,,,,,,,,,,,,,,,,,
1008,41,41,Male,Same as sex,Grade 12,Telephone operators,United States,White,"Yes, Mexican, Mexican Am., Chicano",0,-0.590752193799791,-0.149500010890776,0.683974736557547,222.379452075253,8,4.90298507462687,TRUE,FALSE,English,438,7,7,3,6,4,3,2,2,3,4,3,1,4,1,3,2,2,2,4,3,2,2,3,4,4,3,5,1,4,3,3,4,7,7,6,6,1,1,5,3,2,1,2,4,2,5,4,2,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,3,5,1,2,1,6,1,2,5,3,2,2,1,3,1,3,4,7,5,4,4,7,5,5,5,7,4,6,6,2,2,2,2,2,2,2,3,2,3,2,2,5,5,2,2,2,2,2,5,5,4,3,4,5,5,5,4,5,3,5,5,3,3,4,3,6,6,6,1,4,2,4,4,3,3,4,4,4,4,6,5,5,3,2,6,6,7,4,7,4,7,7,5,2,4,6,6,5,5,2,5,4,6,1,3,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,2
1017,36,36,Male,Same as sex,5+ years of college,Clinical and counseling psychologists,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.662330520713879,-0.229205503524426,0.410499194062221,248.30284204478,5,19.1977611940299,TRUE,FALSE,English,282,7,7,3,7,5,6,2,4,3,4,2,4,4,2,2,3,2,1,3,6,2,2,6,2,2,4,5,5,5,3,5,2,6,7,7,3,6,5,6,7,5,6,1,4,1,2,1,1,1,2,3,3,2,2,3,3,3,5,5,3,3,3,3,3,5,5,2,4,4,4,4,5,4,1,5,4,7,4,1,3,6,4,6,3,3,6,5,6,3,6,5,3,2,7,3,3,5,2,1,1,2,2,5,1,3,1,1,2,6,1,2,1,1,1,2,2,5,5,3,2,5,3,2,3,2,5,2,2,5,1,2,5,5,3,1,2,1,5,2,1,3,3,2,5,6,5,6,6,2,2,3,7,5,2,2,5,7,5,2,2,2,3,7,7,7,7,5,6,7,5,2,3,2,3,5,6,5,2,5,5,6,5,2,5,2,5,5,3,5,3,1,3
1018,36,36,Male,Same as sex,Grade 12,First-line supervisors of retail sales workers,Romania,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.900276878764795,-0.24595674044737,0.734040838907423,205.219419906422,7,7.1044776119403,TRUE,FALSE,Romanian,692,6,6,2,5,4,2,2,2,2,2,2,3,3,2,3,1,2,1,3,1,3,3,2,3,5,3,5,3,3,6,4,4,6,6,6,5,5,5,5,4,5,5,1,1,1,1,1,1,1,6,5,6,6,5,6,6,5,6,6,5,5,5,5,5,6,6,4,4,4,2,3,4,5,3,4,4,4,3,1,3,5,3,3,5,1,3,5,3,4,5,4,3,5,6,6,5,2,2,2,1,3,2,6,1,5,1,3,1,1,2,4,3,1,2,5,6,5,5,5,5,3,5,5,5,5,6,5,3,4,5,3,5,5,2,5,5,2,5,4,3,5,4,3,6,6,7,6,6,5,5,2,5,6,5,6,6,7,6,6,5,6,5,6,2,4,3,5,5,2,5,4,3,5,3,4,4,3,3,5,5,5,5,2,2,3,2,6,2,5,5,4,5
1023,36,36,Female,Same as sex,4 years of college,Other managers,Mexico,American Indian or Alaska Native,"Yes, Mexican, Mexican Am., Chicano",0,-0.766922755271941,-0.673335299620124,0.816975767864845,210.413379656847,9,5.20522388059702,TRUE,FALSE,Spanish,541,6,6,4,6,6,6,5,5,6,4,1,1,2,4,1,2,1,1,1,1,6,1,1,1,1,2,4,2,1,4,2,6,5,6,6,6,1,1,2,2,2,2,1,1,1,1,1,1,1,6,7,6,6,7,7,6,6,6,6,6,6,6,6,6,7,4,4,2,2,2,1,2,1,4,3,2,2,2,1,2,2,2,5,3,3,3,6,7,4,4,4,2,6,6,6,2,1,5,1,3,1,3,1,5,1,1,1,1,1,5,1,5,1,1,5,5,3,2,4,5,5,4,2,4,5,5,2,4,2,5,2,6,6,5,1,3,2,4,1,1,5,3,4,2,4,6,6,6,2,2,5,6,7,1,2,6,7,7,2,1,2,6,6,2,2,2,2,2,2,6,6,4,6,4,5,3,2,2,5,6,5,2,6,5,6,5,6,5,6,5,5,5
1024,71,71,Female,Same as sex,Grade 12,N/A: Unemployed,United States,White,"Yes, another Hispanic, Latino, or Spanish origin",0,-0.869982548405216,-0.612986252216033,0.617534985708749,253.310217199995,7,10.5410447761194,TRUE,FALSE,English,251,6,5,3,6,2,3,4,5,4,5,1,2,2,2,5,5,4,3,5,3,3,5,4,3,2,3,2,1,2,4,2,1,6,6,7,7,6,1,3,3,6,3,1,1,1,1,1,1,1,2,5,5,5,5,4,1,6,4,6,6,5,6,5,4,5,5,2,1,2,4,1,1,1,2,4,3,2,3,2,2,2,3,6,7,7,6,5,7,5,5,5,7,3,5,5,5,5,1,1,5,1,2,5,1,1,5,1,3,5,1,1,5,1,1,2,5,1,1,1,2,5,2,2,2,2,5,2,3,2,5,5,6,3,7,5,6,6,2,1,1,6,4,1,7,1,7,7,6,1,2,2,5,6,7,7,7,7,5,7,3,6,7,5,2,3,4,5,5,2,,,,,,,,,,,,,,,,,,,,,,,
1025,55,55,Female,Same as sex,2 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.821100340484132,-0.345115225076905,0.699391391234205,175.708491947568,11,7.01492537313433,TRUE,FALSE,English,269,6,5,5,6,6,5,6,6,5,5,1,2,4,4,2,2,2,2,2,5,2,2,5,2,5,3,6,5,4,6,6,4,4,6,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,2,1,3,3,2,2,3,4,3,3,4,3,3,2,2,3,3,3,3,3,4,5,5,5,3,4,6,6,5,5,4,5,5,2,2,2,3,2,5,3,2,3,5,2,5,4,2,2,4,5,3,3,5,3,3,5,3,5,3,5,3,5,5,3,2,4,4,3,4,4,4,6,3,2,6,4,3,5,4,5,5,6,3,2,5,6,6,4,6,6,6,7,5,3,5,4,5,5,5,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,
1027,38,39,Male,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.755378661875081,-0.35832646228891,0.402509103428851,242.442800092378,18,2.92910447761194,TRUE,FALSE,English,1068,7,7,4,6,6,6,3,3,2,2,2,1,3,2,2,1,2,1,3,2,2,3,4,4,2,4,3,2,2,5,4,7,7,7,7,6,6,5,5,5,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,6,1,1,1,1,5,1,1,1,4,6,2,3,2,2,4,1,5,2,3,3,4,2,1,4,3,2,3,3,6,3,6,2,6,6,6,6,4,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,1,4,3,2,3,2,5,3,1,2,2,2,2,4,6,3,2,1,2,5,4,1,4,1,2,5,5,6,7,6,1,1,1,7,7,5,5,4,7,7,6,3,2,1,6,5,7,5,2,3,6,,,,,,,,,,,,,,,,,,,,,,,
1029,56,56,Female,Same as sex,2 years of college,Executive secretaries and executive administrative assistants,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.90161779416637,-0.25025756021717,0.861306224907317,213.088281667373,10,4.17910447761194,TRUE,FALSE,English,888,7,7,7,7,7,7,4,4,4,4,2,2,4,1,1,1,1,1,1,1,1,1,1,4,3,3,5,4,4,5,4,5,7,7,7,7,7,6,7,7,5,6,4,6,1,2,1,1,1,7,7,7,7,7,7,7,6,7,6,7,7,6,7,7,7,7,4,2,4,3,4,3,4,3,3,6,6,4,3,4,5,3,5,2,6,6,6,6,6,6,5,2,3,5,6,1,6,2,2,1,2,2,6,2,6,1,1,2,6,6,5,5,1,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,5,2,5,5,2,2,5,2,6,4,2,6,2,4,7,6,7,6,7,1,2,5,7,5,5,6,6,7,7,4,5,6,7,7,6,7,7,6,6,7,6,5,5,6,4,6,5,7,5,4,7,6,6,7,6,7,6,7,7,7,7,7,7
1032,56,56,Female,Same as sex,4 years of college,Mental health and substance abuse social workers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.862356169416007,-0.786366263844853,0.902904224518031,193.599110539172,18,8.17910447761194,TRUE,FALSE,English,335,6,6,4,6,5,5,4,5,4,5,2,2,2,2,2,2,2,2,6,6,3,5,2,4,2,1,4,3,2,4,1,4,6,6,6,6,2,1,2,1,2,2,1,1,1,1,1,1,1,7,7,7,6,5,7,7,7,6,7,7,7,7,6,7,7,6,1,3,1,3,1,3,1,1,4,1,1,2,1,2,1,3,6,7,4,6,6,7,6,3,5,7,5,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,1,3,2,1,2,2,1,2,1,2,1,2,2,3,3,6,2,2,4,6,1,1,5,3,2,6,6,6,6,6,2,2,3,7,7,6,5,7,7,6,6,6,4,7,6,6,7,6,3,6,7,2,5,4,2,2,2,3,4,2,4,6,6,4,4,5,3,6,6,6,6,5,5,4
1036,52,52,Male,Same as sex,5+ years of college,"Legal support workers, all other",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.764344649232797,-0.708052338506328,0.658101308013832,249.768036848438,7,4.60074626865672,TRUE,FALSE,English,4229,5,5,6,5,4,6,6,6,5,5,1,2,3,2,1,2,4,1,1,1,1,1,3,4,4,2,2,3,4,3,4,3,6,7,7,3,1,1,1,1,4,2,1,1,1,1,1,1,1,7,6,6,3,5,7,5,4,6,7,6,3,3,5,6,4,6,1,3,2,1,2,3,1,1,5,2,2,1,2,2,1,3,6,5,7,6,6,6,3,7,6,5,5,6,6,3,3,4,3,2,5,2,3,3,5,2,6,3,5,4,4,2,5,3,5,5,1,2,2,5,4,3,4,2,2,5,4,2,1,7,7,7,7,7,1,1,3,5,5,3,4,2,4,6,6,5,5,5,2,2,2,5,2,6,5,5,7,7,4,6,5,6,4,4,7,7,2,5,7,6,6,5,7,5,5,4,4,4,5,6,4,2,6,7,6,4,6,6,7,5,5,5
1038,72,72,Female,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.813554653485481,-0.958359595346771,0.927502148834757,165.318740931919,5,3.88805970149254,TRUE,FALSE,English,5147,6,6,4,7,4,4,6,6,6,7,1,2,2,1,4,2,2,1,2,2,1,1,1,4,2,2,2,2,2,5,2,5,5,4,6,5,1,1,1,1,1,1,2,2,2,4,3,2,3,7,6,6,6,7,7,6,6,6,6,7,5,6,7,6,6,6,1,1,1,2,1,2,1,1,3,1,1,1,1,2,1,1,5,2,3,7,5,7,5,6,5,1,7,7,5,7,2,5,5,1,2,1,2,3,5,2,2,6,4,2,6,1,2,1,2,1,1,1,1,1,2,1,2,2,2,4,2,4,1,7,2,7,7,7,4,4,5,7,3,2,7,2,3,6,7,6,6,6,1,1,1,5,6,7,7,6,7,4,4,1,4,6,2,1,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
1040,45,45,Male,Same as sex,2 years of college,"Transportation, storage, and distribution managers",Uzbekistan,Other Asian or Pacific Islander,"No, not of Hispanic, Latino, or Spanish origin",0,-0.757740082215826,-0.440558077260226,0.658308776415126,252.922092404364,4,11.75,TRUE,FALSE,Uzbek,16,4,6,4,7,5,5,4,5,5,5,4,2,4,1,4,2,2,2,5,5,6,2,5,4,2,4,3,4,3,6,5,6,5,5,6,6,1,1,2,2,3,1,3,2,1,2,2,2,1,7,4,5,7,4,7,5,6,6,6,6,7,5,6,5,6,6,1,1,2,2,2,6,1,1,3,1,1,2,1,2,2,2,5,2,3,5,6,7,4,5,2,3,6,6,5,3,2,7,5,2,2,4,2,6,6,2,2,5,7,7,6,2,5,3,3,5,3,3,5,6,4,2,2,4,3,3,4,2,3,6,2,3,5,6,6,2,6,6,2,2,4,6,5,6,5,6,5,6,2,2,5,4,6,7,2,6,7,4,3,7,6,5,6,5,7,6,3,3,6,2,3,3,5,2,4,5,2,3,2,5,5,3,4,2,6,3,5,2,5,2,4,6
1043,58,58,Female,Same as sex,2 years of college,"Secretaries and administrative assistants, except legal, medical, and executive",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.735072619766483,-0.232341523626807,0.698062743857296,251.499267147746,9,3.94029850746269,TRUE,FALSE,English,460,7,7,3,7,4,3,2,2,2,3,5,1,6,1,3,1,2,1,2,2,2,1,2,3,7,6,5,4,7,5,4,7,7,7,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,6,7,6,6,7,6,6,7,6,6,5,5,6,6,6,5,6,5,3,4,6,1,2,5,2,1,4,1,4,2,6,3,3,2,3,2,6,4,2,6,5,7,5,6,4,1,4,2,5,2,6,1,4,4,1,2,6,1,2,4,1,2,5,5,6,6,4,2,6,7,6,3,4,6,4,3,4,2,1,2,6,4,6,3,5,3,4,2,2,6,3,4,6,5,6,6,7,1,1,6,7,7,4,6,6,7,7,6,2,4,6,7,1,1,2,4,6,2,1,2,1,1,1,1,1,1,1,5,1,1,1,5,1,5,7,7,7,7,4,4,6
1042,51,51,Male,Same as sex,5+ years of college,Industrial production managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.467088584874626,-0.276452582066841,0.422898568775575,224.388293111831,5,5.58582089552239,TRUE,FALSE,English,133,7,7,2,7,4,4,4,4,5,5,3,3,5,2,2,2,3,7,2,2,5,5,2,4,6,6,4,5,7,7,6,6,7,7,7,6,5,4,4,5,2,5,1,4,1,2,1,2,1,4,4,3,4,4,3,5,4,4,6,5,5,5,4,5,3,4,5,4,4,3,4,6,2,4,4,3,3,5,3,6,1,3,1,4,6,1,2,3,2,3,5,6,5,7,7,5,6,6,5,5,5,4,6,7,7,4,5,5,7,7,5,5,6,5,5,5,5,5,3,6,7,5,4,5,5,7,4,4,5,2,2,2,5,3,3,4,4,5,2,1,3,3,3,6,6,5,5,5,2,2,6,5,6,2,2,1,6,7,2,1,5,1,7,2,2,3,6,5,2,5,4,5,5,4,4,5,4,6,5,5,5,6,5,4,5,5,5,5,5,5,1,6
